TT,CCV1,DSP,DSPSP,MAT,PHT,OAD,RAT,PHV1,SAT,SCH,SFS,SupCFM,SupVFD1,SATSP,TT,OAH,OAT,OAWB,
04/11/2014 09:00,0,1.50,1.50,55.54,75.67,72.75,76.28,0,57.46,1,1,16329.67,60.79,57.00,04/11/2014 09:00,50.80,51.84,43.63,
04/11/2014 09:15,0,1.53,1.50,55.92,75.67,77.29,76.39,0,57.77,1,1,15423.71,60.09,57.00,04/11/2014 09:15,51.63,52.72,44.52,
04/11/2014 09:30,0,1.50,1.50,55.97,75.67,82.02,76.54,100.00,57.89,1,1,15507.94,59.85,57.00,04/11/2014 09:30,49.29,53.63,44.90,
04/11/2014 09:45,0,1.49,1.50,57.26,75.67,94.68,76.59,100.00,59.04,1,1,15557.22,59.83,57.00,04/11/2014 09:45,46.15,55.26,45.55,
04/11/2014 10:00,31.64,1.55,1.50,57.87,75.67,100.00,76.81,0,59.85,1,1,12348.81,56.49,57.00,04/11/2014 10:00,44.44,56.56,46.30,
04/11/2014 10:15,73.46,1.50,1.50,58.98,NULL,100.00,76.84,0,60.57,1,1,14066.56,57.49,57.00,04/11/2014 10:15,42.61,57.15,46.40,
04/11/2014 10:30,100.00,1.50,1.50,58.94,75.67,100.00,76.83,0,60.85,1,1,14142.98,57.27,57.00,04/11/2014 10:30,42.20,57.37,46.47,
04/11/2014 10:45,100.00,1.49,1.50,59.33,75.67,100.00,76.83,0,61.23,1,1,14128.71,57.25,57.00,04/11/2014 10:45,43.83,57.82,47.19,
04/11/2014 11:00,100.00,1.52,1.50,59.98,75.67,100.00,76.82,NULL,61.74,1,1,13113.04,56.69,57.00,04/11/2014 11:00,42.21,58.32,47.20,
04/11/2014 11:15,100.00,1.49,1.50,60.12,75.67,100.00,76.85,0,62.16,1,1,13500.24,56.98,57.00,04/11/2014 11:15,41.97,58.90,47.62,
04/11/2014 11:30,100.00,1.51,1.50,60.88,75.67,100.00,76.88,NULL,63.23,1,1,13396.29,57.09,57.00,04/11/2014 11:30,40.49,59.73,47.97,
04/11/2014 11:45,100.00,1.52,1.50,61.02,75.67,100.00,76.88,0,63.02,1,1,13483.19,57.17,57.00,04/11/2014 11:45,40.77,59.82,48.10,
04/11/2014 12:00,100.00,1.48,1.50,62.58,75.67,100.00,76.97,0,64.24,1,1,14292.86,57.74,57.00,04/11/2014 12:00,40.08,60.52,48.50,
04/11/2014 12:15,100.00,1.51,1.50,63.65,75.67,100.00,76.98,0,64.92,1,1,13740.84,57.44,57.00,04/11/2014 12:15,41.30,61.37,49.40,
04/11/2014 12:30,100.00,1.51,1.50,64.05,75.67,100.00,76.99,0,65.52,1,1,14004.17,57.72,57.00,04/11/2014 12:30,39.07,62.18,49.50,
04/11/2014 12:45,100.00,1.44,1.50,64.90,75.67,100.00,77.01,100.00,66.37,1,1,15819.46,59.66,57.00,04/11/2014 12:45,41.51,63.00,50.75,
04/11/2014 13:00,100.00,1.47,1.50,64.21,75.67,100.00,77.02,100.00,65.94,1,1,16153.67,60.43,57.00,04/11/2014 13:00,39.17,63.36,50.48,
04/11/2014 13:15,100.00,1.47,1.50,65.12,75.67,100.00,76.98,0,66.81,1,1,16804.87,61.41,57.00,04/11/2014 13:15,40.59,63.96,51.28,
04/11/2014 13:30,100.00,1.47,1.50,65.92,75.67,100.00,76.99,0,65.80,1,1,17444.63,62.56,57.00,04/11/2014 13:30,41.40,64.58,51.92,
04/11/2014 13:45,41.65,1.61,1.50,65.67,75.67,100.00,76.83,0,51.63,1,1,15011.40,59.47,57.00,04/11/2014 13:45,40.90,65.17,52.30,
04/11/2014 14:00,21.06,1.60,1.50,65.37,75.67,100.00,76.54,0,55.62,1,1,12874.05,56.20,57.00,04/11/2014 14:00,40.44,65.19,52.19,
04/11/2014 14:15,23.35,1.54,1.50,66.34,75.67,100.00,76.40,NULL,56.99,1,1,13095.80,55.26,57.00,04/11/2014 14:15,41.79,65.55,52.80,
04/11/2014 14:30,21.37,1.52,1.50,66.32,75.67,100.00,76.44,0,56.82,1,1,13040.17,54.74,57.00,04/11/2014 14:30,40.90,65.86,52.80,
04/11/2014 14:45,20.15,1.52,1.50,66.23,NULL,100.00,76.43,NULL,56.98,1,1,12853.07,54.13,57.00,04/11/2014 14:45,39.26,66.09,52.70,
04/11/2014 15:00,23.62,1.50,1.50,66.75,75.67,100.00,76.38,0,57.20,1,1,13099.66,54.57,57.00,04/11/2014 15:00,40.50,66.45,53.20,
04/11/2014 15:15,27.81,1.51,1.50,66.97,75.67,100.00,76.30,0,57.23,1,1,13050.09,54.67,57.00,04/11/2014 15:15,39.81,67.08,53.50,
04/11/2014 15:30,25.13,1.49,1.50,66.23,75.67,100.00,76.35,0,56.59,1,1,13252.46,54.83,57.00,04/11/2014 15:30,39.67,67.63,53.90,
04/11/2014 15:45,20.25,1.51,1.50,66.70,75.67,100.00,76.31,0,56.66,1,1,13100.02,54.49,57.00,04/11/2014 15:45,38.82,67.99,53.83,
04/11/2014 16:00,21.49,1.50,1.50,66.51,75.67,100.00,76.24,100.00,57.12,1,1,13167.74,54.38,57.00,04/11/2014 16:00,39.18,67.74,53.80,
04/11/2014 16:15,25.50,1.52,1.50,66.50,75.67,100.00,76.17,100.00,57.24,1,1,13321.44,54.36,57.00,04/11/2014 16:15,40.60,67.80,54.30,
04/11/2014 16:30,26.42,1.49,1.50,67.50,75.67,100.00,76.10,0,56.87,1,1,13365.61,54.38,57.00,04/11/2014 16:30,39.19,68.77,54.60,
04/11/2014 16:45,20.10,1.51,1.50,66.82,75.67,100.00,76.04,0,56.48,1,1,13369.94,54.31,57.00,04/11/2014 16:45,40.38,68.57,54.70,
04/11/2014 17:00,20.36,1.50,1.50,66.45,75.67,100.00,75.99,0,57.01,1,1,13082.92,54.04,57.00,04/11/2014 17:00,39.40,68.77,54.60,
04/11/2014 17:15,21.80,1.51,1.50,66.75,75.67,100.00,75.89,0,57.14,1,1,12949.68,53.59,57.00,04/11/2014 17:15,40.85,68.55,54.90,
04/11/2014 17:30,25.28,1.52,1.50,67.01,75.67,100.00,75.90,NULL,57.18,1,1,12717.72,53.36,57.00,04/11/2014 17:30,40.51,68.69,54.90,
04/11/2014 17:45,26.80,1.49,1.50,67.56,75.67,100.00,75.84,0,56.94,1,1,13446.98,54.00,57.00,04/11/2014 17:45,40.20,69.21,55.25,
04/11/2014 18:00,26.45,1.50,1.50,67.26,75.67,100.00,75.75,NULL,56.89,1,1,13290.73,53.95,57.00,04/11/2014 18:00,40.91,69.17,55.40,
04/11/2014 18:15,24.22,1.48,1.50,66.96,75.67,100.00,75.71,0,56.86,1,1,14208.35,54.74,57.00,04/11/2014 18:15,39.38,69.93,55.60,
04/11/2014 18:30,24.51,1.51,1.50,67.04,75.67,100.00,75.60,0,56.96,1,1,14069.16,54.81,57.00,04/11/2014 18:30,38.54,73.59,58.10,
04/11/2014 18:45,24.44,1.50,1.50,70.83,75.67,0,74.81,0,56.73,1,1,14377.54,54.86,57.00,04/11/2014 18:45,40.01,72.02,57.31,
04/11/2014 19:00,100.00,1.46,1.50,71.02,75.67,0,75.10,0,71.40,1,1,14586.51,55.74,57.00,04/11/2014 19:00,40.76,69.35,55.50,
04/11/2014 19:15,0,0,1.50,70.72,NULL,0,75.33,100.00,70.99,0,0,0,0,57.00,04/11/2014 19:15,43.55,67.06,54.40,
04/11/2014 19:30,0,0,1.50,69.25,75.67,0,74.90,100.00,70.61,0,0,0,0,57.00,04/11/2014 19:30,45.45,65.14,53.40,
04/11/2014 19:45,0,0,1.50,67.39,75.67,0,74.49,0,70.22,0,0,0,0,57.00,04/11/2014 19:45,48.41,63.18,52.50,
04/11/2014 20:00,0,0,1.50,65.83,75.67,0,74.12,0,69.75,0,0,0,0,57.00,04/11/2014 20:00,50.73,61.64,51.76,
04/11/2014 20:15,0,0,1.50,65.04,75.67,0,73.89,0,69.46,0,0,0,0,57.00,04/11/2014 20:15,51.94,60.51,51.10,
04/11/2014 20:30,0,0,1.50,63.78,75.67,0,73.59,0,68.95,0,0,0,0,57.00,04/11/2014 20:30,53.46,59.63,50.70,
04/11/2014 20:45,0,0,1.50,62.74,75.67,0,73.27,NULL,68.47,0,0,0,0,57.00,04/11/2014 20:45,54.37,58.89,50.20,
04/11/2014 21:00,0,0,1.50,61.98,75.67,0,73.09,0,68.08,0,0,0,0,57.00,04/11/2014 21:00,55.68,58.41,50.10,
04/11/2014 21:15,0,0,1.50,62.39,75.67,0,72.99,NULL,68.20,0,0,0,0,57.00,04/11/2014 21:15,55.28,58.10,49.80,
04/11/2014 21:30,0,0,1.50,62.34,75.67,0,73.10,0,68.11,0,0,0,0,57.00,04/11/2014 21:30,55.78,57.84,49.62,
04/11/2014 21:45,0,0,1.50,62.18,75.67,0,73.11,0,67.87,0,0,0,0,57.00,04/11/2014 21:45,56.59,57.38,49.40,
04/11/2014 22:00,0,0,1.50,61.98,75.67,0,73.09,0,67.69,0,0,0,0,57.00,04/11/2014 22:00,56.89,56.99,49.10,
04/11/2014 22:15,0,0,1.50,61.75,75.67,0,73.03,0,67.52,0,0,0,0,57.00,04/11/2014 22:15,57.40,56.58,48.88,
04/11/2014 22:30,0,0,1.50,61.55,75.67,0,72.93,100.00,67.32,0,0,0,0,57.00,04/11/2014 22:30,57.20,56.20,48.51,
04/11/2014 22:45,0,0,1.50,61.26,75.67,0,72.72,100.00,67.13,0,0,0,0,57.00,04/11/2014 22:45,58.71,55.77,48.40,
04/11/2014 23:00,0,0,1.50,61.14,75.67,0,72.65,0,66.92,0,0,0,0,57.00,04/11/2014 23:00,62.44,55.45,48.86,
04/11/2014 23:15,0,0,1.50,61.03,75.67,0,72.52,0,66.79,0,0,0,0,57.00,04/11/2014 23:15,60.72,55.42,48.50,
04/11/2014 23:30,0,0,1.50,60.88,75.67,0,72.47,0,66.64,0,0,0,0,57.00,04/11/2014 23:30,63.85,55.31,49.05,
04/11/2014 23:45,0,0,1.50,60.73,NULL,0,72.41,0,66.49,0,0,0,0,57.00,04/11/2014 23:45,62.64,55.10,48.58,
04/12/2014 00:00,0,0,1.50,60.51,75.67,0,72.35,NULL,66.32,0,0,0,0,57.00,04/12/2014 00:00,65.05,54.81,48.80,
04/12/2014 00:15,0,0,1.50,60.36,75.67,0,72.23,0,66.19,0,0,0,0,57.00,04/12/2014 00:15,66.36,54.61,48.85,
04/12/2014 00:30,0,0,1.50,60.28,75.67,0,72.18,NULL,66.03,0,0,0,0,57.00,04/12/2014 00:30,67.56,54.48,48.90,
04/12/2014 00:45,0,0,1.50,60.09,75.67,0,72.10,0,65.90,0,0,0,0,57.00,04/12/2014 00:45,66.86,54.23,48.60,
04/12/2014 01:00,0,0,1.50,59.83,75.67,0,72.04,0,65.74,0,0,0,0,57.00,04/12/2014 01:00,66.06,54.10,48.35,
04/12/2014 01:15,0,0,1.50,59.72,75.67,0,72.00,0,65.62,0,0,0,0,57.00,04/12/2014 01:15,68.47,54.01,48.70,
04/12/2014 01:30,0,0,1.50,59.71,75.67,0,71.91,0,65.51,0,0,0,0,57.00,04/12/2014 01:30,69.07,53.75,48.55,
04/12/2014 01:45,0,0,1.50,59.53,75.67,0,71.88,100.00,65.38,0,0,0,0,57.00,04/12/2014 01:45,68.26,53.33,48.04,
04/12/2014 02:00,0,0,1.50,59.29,75.67,0,71.82,100.00,65.25,0,0,0,0,57.00,04/12/2014 02:00,69.87,52.99,48.00,
04/12/2014 02:15,0,0,1.50,59.07,75.67,0,71.75,0,65.09,0,0,0,0,57.00,04/12/2014 02:15,69.27,52.75,47.70,
04/12/2014 02:30,0,0,1.50,58.85,75.67,0,71.66,0,64.98,0,0,0,0,57.00,04/12/2014 02:30,70.07,52.48,47.59,
04/12/2014 02:45,0,0,1.50,58.80,75.67,0,71.64,0,64.86,0,0,0,0,57.00,04/12/2014 02:45,71.68,52.42,47.80,
04/12/2014 03:00,0,0,1.50,58.68,75.67,0,71.59,0,64.76,0,0,0,0,57.00,04/12/2014 03:00,71.28,52.16,47.50,
04/12/2014 03:15,0,0,1.50,58.52,75.67,0,71.55,NULL,64.62,0,0,0,0,57.00,04/12/2014 03:15,71.38,51.99,47.33,
04/12/2014 03:30,0,0,1.50,58.55,75.67,0,72.32,0,64.54,0,0,0,0,57.00,04/12/2014 03:30,71.38,51.83,47.20,
04/12/2014 03:45,0,0,1.50,58.40,75.67,0,72.80,NULL,64.41,0,0,0,0,57.00,04/12/2014 03:45,70.98,51.71,47.05,
04/12/2014 04:00,0,0,1.50,58.32,75.67,0,72.92,0,64.33,0,0,0,0,57.00,04/12/2014 04:00,71.74,51.40,46.90,
04/12/2014 04:15,0,0,1.50,58.19,NULL,0,72.89,0,64.20,0,0,0,0,57.00,04/12/2014 04:15,71.58,50.63,46.17,
04/12/2014 04:30,0,0,1.50,57.99,75.67,0,72.87,0,64.07,0,0,0,0,57.00,04/12/2014 04:30,71.27,50.27,45.78,
04/12/2014 04:45,0,0,1.50,57.69,75.67,0,72.80,0,63.91,0,0,0,0,57.00,04/12/2014 04:45,71.06,49.82,45.33,
04/12/2014 05:00,0,0,1.50,57.54,75.67,0,72.81,100.00,63.77,0,0,0,0,57.00,04/12/2014 05:00,71.26,49.48,45.03,
04/12/2014 05:15,0,0,1.50,57.44,75.67,0,72.81,100.00,63.66,0,0,0,0,57.00,04/12/2014 05:15,72.87,49.34,45.20,
04/12/2014 05:30,0,0,1.50,57.36,75.67,0,72.79,0,63.52,0,0,0,0,57.00,04/12/2014 05:30,71.87,49.29,44.97,
04/12/2014 05:45,0,0,1.50,57.41,75.67,0,72.82,0,63.44,0,0,0,0,57.00,04/12/2014 05:45,74.86,49.74,45.89,
04/12/2014 06:00,0,0,1.50,57.63,75.67,0,73.03,0,63.51,0,0,0,0,57.00,04/12/2014 06:00,69.26,51.72,46.77,
04/12/2014 06:15,0,0,1.50,57.82,75.67,0,73.27,0,63.52,0,0,0,0,57.00,04/12/2014 06:15,66.76,52.79,47.29,
04/12/2014 06:30,0,0,1.50,57.83,75.67,0,73.31,NULL,63.44,0,0,0,0,57.00,04/12/2014 06:30,65.96,52.88,47.20,
04/12/2014 06:45,0,1.04,1.50,61.00,75.67,56.40,77.11,0,62.32,1,1,28044.01,79.53,57.00,04/12/2014 06:45,63.74,53.49,47.35,
04/12/2014 07:00,0,1.63,1.50,57.24,75.67,70.10,76.94,NULL,59.39,1,1,25831.03,77.69,57.00,04/12/2014 07:00,62.33,54.21,47.79,
04/12/2014 07:15,0,1.69,1.50,56.16,75.67,77.14,76.72,0,58.34,1,1,21202.63,69.53,57.00,04/12/2014 07:15,61.02,54.64,47.90,
04/12/2014 07:30,0,1.71,1.50,55.72,75.67,81.65,76.61,0,57.95,1,1,16276.02,61.97,57.00,04/12/2014 07:30,59.81,55.18,48.12,
04/12/2014 07:45,0,1.61,1.50,56.18,75.67,88.17,76.45,0,58.24,1,1,14092.48,57.44,57.00,04/12/2014 07:45,59.10,55.81,48.57,
04/12/2014 08:00,100.00,1.56,1.50,57.09,75.67,99.85,76.32,0,59.00,1,1,12723.26,54.70,57.00,04/12/2014 08:00,58.09,56.75,49.17,
04/12/2014 08:15,100.00,1.52,1.50,57.61,75.67,100.00,76.21,100.00,59.53,1,1,12355.99,53.58,57.00,04/12/2014 08:15,57.09,57.51,49.60,
04/12/2014 08:30,100.00,1.53,1.50,58.35,75.67,100.00,76.20,100.00,60.28,1,1,10896.36,52.59,57.00,04/12/2014 08:30,55.57,58.36,50.00,
04/12/2014 08:45,100.00,1.50,1.50,59.51,NULL,100.00,76.23,0,61.10,1,1,11371.62,52.34,57.00,04/12/2014 08:45,54.57,59.50,50.80,
04/12/2014 09:00,100.00,1.48,1.50,61.40,75.67,100.00,76.35,0,62.74,1,1,11384.30,52.81,57.00,04/12/2014 09:00,52.73,61.04,51.70,
04/12/2014 09:15,100.00,1.48,1.50,62.52,75.67,100.00,76.47,0,64.29,1,1,11639.66,53.03,57.00,04/12/2014 09:15,51.03,62.51,52.56,
04/12/2014 09:30,100.00,1.48,1.50,64.35,75.67,100.00,76.53,0,65.45,1,1,12317.37,53.81,57.00,04/12/2014 09:30,51.84,64.11,54.00,
04/12/2014 09:45,100.00,1.46,1.50,65.30,75.67,100.00,76.61,NULL,66.59,1,1,12996.27,55.18,57.00,04/12/2014 09:45,53.57,66.04,56.08,
04/12/2014 10:00,100.00,1.47,1.50,64.43,75.67,100.00,76.68,0,66.29,1,1,13534.29,56.11,57.00,04/12/2014 10:00,55.26,66.15,56.50,
04/12/2014 10:15,100.00,1.49,1.50,64.62,75.67,100.00,76.65,NULL,66.31,1,1,13849.68,56.72,57.00,04/12/2014 10:15,55.20,65.96,56.40,
04/12/2014 10:30,100.00,1.49,1.50,64.98,75.67,100.00,76.57,0,66.59,1,1,14123.81,57.22,57.00,04/12/2014 10:30,57.20,65.98,56.85,
04/12/2014 10:45,100.00,1.49,1.50,65.58,75.67,100.00,76.52,0,67.06,1,1,14323.07,57.72,57.00,04/12/2014 10:45,58.61,66.21,57.40,
04/12/2014 11:00,100.00,1.48,1.50,66.59,75.67,100.00,76.51,0,68.14,1,1,15043.14,58.86,57.00,04/12/2014 11:00,61.43,67.52,59.16,
04/12/2014 11:15,100.00,1.46,1.50,67.19,75.67,100.00,76.62,0,68.90,1,1,15535.09,60.35,57.00,04/12/2014 11:15,64.05,68.26,60.43,
04/12/2014 11:30,100.00,1.43,1.50,67.76,75.67,100.00,76.59,100.00,69.42,1,1,16754.45,62.69,57.00,04/12/2014 11:30,66.76,68.68,61.43,
04/12/2014 11:45,100.00,1.46,1.50,68.20,75.67,100.00,76.69,100.00,69.90,1,1,17426.67,64.53,57.00,04/12/2014 11:45,67.05,69.21,62.00,
04/12/2014 12:00,100.00,1.43,1.50,68.63,75.67,100.00,76.73,0,70.36,1,1,19055.30,67.31,57.00,04/12/2014 12:00,66.96,69.92,62.60,
04/12/2014 12:15,100.00,1.44,1.50,69.13,75.67,100.00,76.80,0,70.97,1,1,20084.49,69.71,57.00,04/12/2014 12:15,67.37,70.64,63.37,
04/12/2014 12:30,74.87,1.59,1.50,69.66,75.67,100.00,76.62,0,54.19,1,1,19680.98,69.21,57.00,04/12/2014 12:30,67.77,71.60,64.33,
04/12/2014 12:45,28.93,1.64,1.50,72.08,75.67,0,75.12,0,53.73,1,1,16845.61,63.03,57.00,04/12/2014 12:45,67.47,71.83,64.46,
04/12/2014 13:00,23.25,1.57,1.50,71.89,75.67,0,74.71,NULL,56.65,1,1,15633.91,60.14,57.00,04/12/2014 13:00,68.37,71.91,64.77,
04/12/2014 13:15,26.39,1.49,1.50,72.06,NULL,0,74.66,0,57.18,1,1,15794.72,59.60,57.00,04/12/2014 13:15,67.48,73.02,65.50,
04/12/2014 13:30,24.72,1.48,1.50,72.22,75.67,0,74.61,NULL,56.77,1,1,15545.65,59.00,57.00,04/12/2014 13:30,66.53,74.67,66.70,
04/12/2014 13:45,29.40,1.52,1.50,72.37,75.67,0,74.47,0,57.16,1,1,14833.87,57.82,57.00,04/12/2014 13:45,64.25,75.98,67.30,
04/12/2014 14:00,27.05,1.50,1.50,72.53,75.67,0,74.48,0,57.03,1,1,14991.74,57.83,57.00,04/12/2014 14:00,63.75,76.31,67.50,
04/12/2014 14:15,23.56,1.52,1.50,72.48,75.67,0,74.36,0,55.93,1,1,14694.96,57.47,57.00,04/12/2014 14:15,63.25,76.70,67.65,
04/12/2014 14:30,24.35,1.50,1.50,72.58,75.67,0,74.31,0,56.65,1,1,14952.28,57.57,57.00,04/12/2014 14:30,63.55,77.33,68.30,
04/12/2014 14:45,23.59,1.48,1.50,72.60,75.67,0,74.20,100.00,57.05,1,1,15227.84,57.71,57.00,04/12/2014 14:45,61.83,77.87,68.30,
04/12/2014 15:00,23.94,1.46,1.50,72.68,75.67,0,74.11,100.00,56.99,1,1,15129.66,58.15,57.00,04/12/2014 15:00,59.83,78.71,68.50,
04/12/2014 15:15,25.57,1.52,1.50,72.67,75.67,0,74.08,0,57.05,1,1,14937.83,57.50,57.00,04/12/2014 15:15,59.53,79.04,68.70,
04/12/2014 15:30,29.08,1.49,1.50,72.61,75.67,0,74.03,0,57.20,1,1,15531.66,58.31,57.00,04/12/2014 15:30,59.54,79.22,68.88,
04/12/2014 15:45,26.30,1.47,1.50,72.68,75.67,0,73.98,0,56.86,1,1,15716.75,58.77,57.00,04/12/2014 15:45,57.41,79.61,68.60,
04/12/2014 16:00,27.95,1.50,1.50,72.57,75.67,0,73.89,0,57.00,1,1,15685.11,58.94,57.00,04/12/2014 16:00,57.87,79.69,68.80,
04/12/2014 16:15,28.38,1.46,1.50,72.51,75.67,0,73.82,NULL,57.15,1,1,16445.57,59.49,57.00,04/12/2014 16:15,58.42,79.37,68.62,
04/12/2014 16:30,30.10,1.49,1.50,72.47,75.67,0,73.73,0,57.15,1,1,16231.76,59.37,57.00,04/12/2014 16:30,56.99,79.53,68.40,
04/12/2014 16:45,26.06,1.48,1.50,72.35,75.67,0,73.65,NULL,56.64,1,1,16870.88,59.76,57.00,04/12/2014 16:45,56.81,79.62,68.40,
04/12/2014 17:00,25.06,1.50,1.50,72.28,75.67,0,73.61,0,56.81,1,1,16617.12,59.85,57.00,04/12/2014 17:00,58.02,79.03,68.27,
04/12/2014 17:15,23.90,1.51,1.50,72.10,75.67,0,73.45,0,56.93,1,1,16594.84,59.81,57.00,04/12/2014 17:15,58.16,78.78,68.09,
04/12/2014 17:30,24.79,1.50,1.50,72.09,75.67,0,73.45,0,57.04,1,1,16812.20,59.78,57.00,04/12/2014 17:30,58.33,78.64,68.00,
04/12/2014 17:45,100.00,1.48,1.50,72.25,NULL,0,73.69,0,72.92,1,1,16986.17,60.33,57.00,04/12/2014 17:45,58.53,78.32,67.80,
04/12/2014 18:00,100.00,1.44,1.50,72.82,75.67,0,74.47,100.00,73.61,1,1,18770.43,62.58,57.00,04/12/2014 18:00,58.33,78.12,67.60,
04/12/2014 18:15,0,0,1.50,72.56,75.67,0,75.11,100.00,73.45,0,0,0,0,57.00,04/12/2014 18:15,59.46,77.55,67.40,
04/12/2014 18:30,0,0,1.50,72.29,75.67,0,74.98,0,73.41,0,0,0,0,57.00,04/12/2014 18:30,60.05,77.01,67.10,
04/12/2014 18:45,0,0,1.50,71.97,75.67,0,74.65,0,73.36,0,0,0,0,57.00,04/12/2014 18:45,60.76,76.52,66.88,
04/12/2014 19:00,0,0,1.50,71.66,75.67,0,74.64,0,73.12,0,0,0,0,57.00,04/12/2014 19:00,61.76,75.92,66.60,
04/12/2014 19:15,0,0,1.50,71.37,75.67,0,74.60,0,73.00,0,0,0,0,57.00,04/12/2014 19:15,62.77,75.47,66.48,
04/12/2014 19:30,0,0,1.50,71.07,75.67,0,74.48,NULL,72.80,0,0,0,0,57.00,04/12/2014 19:30,63.67,75.05,66.31,
04/12/2014 19:45,0,0,1.50,70.83,75.67,0,74.35,0,72.66,0,0,0,0,57.00,04/12/2014 19:45,64.37,74.57,66.10,
04/12/2014 20:00,0,0,1.50,70.55,75.67,0,74.29,NULL,72.53,0,0,0,0,57.00,04/12/2014 20:00,64.88,73.65,65.40,
04/12/2014 20:15,0,0,1.50,70.26,75.67,0,74.22,0,72.38,0,0,0,0,57.00,04/12/2014 20:15,65.58,72.92,64.99,
04/12/2014 20:30,0,0,1.50,69.92,75.67,0,74.20,0,72.17,0,0,0,0,57.00,04/12/2014 20:30,65.78,72.29,64.40,
04/12/2014 20:45,0,0,1.50,69.59,75.67,0,74.14,0,72.05,0,0,0,0,57.00,04/12/2014 20:45,66.18,71.84,64.12,
04/12/2014 21:00,0,0,1.50,69.23,75.67,0,74.11,0,71.88,0,0,0,0,57.00,04/12/2014 21:00,66.48,71.37,63.80,
04/12/2014 21:15,0,0,1.50,68.92,75.67,0,74.08,100.00,71.76,0,0,0,0,57.00,04/12/2014 21:15,67.39,70.86,63.55,
04/12/2014 21:30,0,0,1.50,68.67,75.67,0,74.03,100.00,71.62,0,0,0,0,57.00,04/12/2014 21:30,67.89,70.59,63.50,
04/12/2014 21:45,0,0,1.50,68.45,75.67,0,73.96,0,71.51,0,0,0,0,57.00,04/12/2014 21:45,68.28,70.42,63.40,
04/12/2014 22:00,0,0,1.50,68.32,75.67,0,74.00,0,71.39,0,0,0,0,57.00,04/12/2014 22:00,68.59,70.26,63.30,
04/12/2014 22:15,0,0,1.50,68.16,NULL,0,73.94,0,71.25,0,0,0,0,57.00,04/12/2014 22:15,68.90,70.21,63.36,
04/12/2014 22:30,0,0,1.50,67.99,75.67,0,73.98,0,71.15,0,0,0,0,57.00,04/12/2014 22:30,69.50,69.90,63.20,
04/12/2014 22:45,0,0,1.50,67.80,75.67,0,73.94,NULL,71.03,0,0,0,0,57.00,04/12/2014 22:45,70.30,69.33,62.90,
04/12/2014 23:00,0,0,1.50,67.62,75.67,0,73.91,0,70.92,0,0,0,0,57.00,04/12/2014 23:00,71.48,68.90,62.80,
04/12/2014 23:15,0,0,1.50,67.50,75.67,0,73.88,NULL,70.85,0,0,0,0,57.00,04/12/2014 23:15,71.70,68.79,62.70,
04/12/2014 23:30,0,0,1.50,67.36,75.67,0,73.80,0,70.73,0,0,0,0,57.00,04/12/2014 23:30,72.71,68.22,62.40,
04/12/2014 23:45,0,0,1.50,67.21,75.67,0,73.77,0,70.62,0,0,0,0,57.00,04/12/2014 23:45,73.51,67.70,62.13,
04/13/2014 00:00,0,0,1.50,67.11,75.67,0,73.73,0,70.55,0,0,0,0,57.00,04/13/2014 00:00,74.41,67.34,62.00,
04/13/2014 00:15,0,0,1.50,66.94,75.67,0,73.70,0,70.41,0,0,0,0,57.00,04/13/2014 00:15,75.30,67.06,61.90,
04/13/2014 00:30,0,0,1.50,66.82,75.67,0,73.71,100.00,70.30,0,0,0,0,57.00,04/13/2014 00:30,75.90,66.91,61.90,
04/13/2014 00:45,0,0,1.50,66.72,75.67,0,73.72,100.00,70.19,0,0,0,0,57.00,04/13/2014 00:45,76.61,66.89,62.00,
04/13/2014 01:00,0,0,1.50,66.65,75.67,0,73.73,0,70.10,0,0,0,0,57.00,04/13/2014 01:00,77.01,66.77,62.00,
04/13/2014 01:15,0,0,1.50,66.57,75.67,0,73.71,0,70.03,0,0,0,0,57.00,04/13/2014 01:15,77.51,66.72,62.10,
04/13/2014 01:30,0,0,1.50,66.52,75.67,0,73.73,0,69.98,0,0,0,0,57.00,04/13/2014 01:30,78.00,66.62,62.13,
04/13/2014 01:45,0,0,1.50,66.51,75.67,0,73.72,0,69.88,0,0,0,0,57.00,04/13/2014 01:45,78.31,66.74,62.30,
04/13/2014 02:00,0,0,1.50,66.50,75.67,0,73.72,NULL,69.78,0,0,0,0,57.00,04/13/2014 02:00,78.10,66.81,62.30,
04/13/2014 02:15,0,0,1.50,66.50,75.67,0,73.73,0,69.70,0,0,0,0,57.00,04/13/2014 02:15,78.01,66.80,62.22,
04/13/2014 02:30,0,0,1.50,66.51,75.67,0,73.71,NULL,69.68,0,0,0,0,57.00,04/13/2014 02:30,78.30,66.60,62.10,
04/13/2014 02:45,0,0,1.50,66.51,NULL,0,73.71,0,69.65,0,0,0,0,57.00,04/13/2014 02:45,78.61,66.40,62.08,
04/13/2014 03:00,0,0,1.50,66.48,75.67,0,73.70,0,69.59,0,0,0,0,57.00,04/13/2014 03:00,79.01,66.18,61.90,
04/13/2014 03:15,0,0,1.50,66.39,75.67,0,73.68,0,69.52,0,0,0,0,57.00,04/13/2014 03:15,79.86,66.00,61.94,
04/13/2014 03:30,0,0,1.50,66.39,75.67,0,73.66,0,69.41,0,0,0,0,57.00,04/13/2014 03:30,79.73,66.06,61.91,
04/13/2014 03:45,0,0,1.50,66.51,75.67,0,73.57,100.00,69.38,0,0,0,0,57.00,04/13/2014 03:45,81.37,65.57,61.80,
