TT,CCV1,DSP,DSPSP,MAT,OAD,RAT,SAT,SATSP,SCH,SFS,SupCFM,SupVFD1,PHV1,TT,OAH,OAT,OAWB,
03/26/2014 04:15,0,0,1.50,90.83,0,52.33,140.73,56.00,0,0,0,73.35,99.99,03/26/2014 04:15,81.57,18.79,17.64,
03/26/2014 04:30,0,0,1.50,92.62,0,52.61,140.62,56.00,0,0,0,70.35,99.99,03/26/2014 04:30,82.39,18.39,17.29,
03/26/2014 04:45,0,0,1.50,92.64,0,52.38,140.74,56.00,0,0,0,69.96,99.99,03/26/2014 04:45,82.70,18.22,17.15,
03/26/2014 05:00,0,0,1.50,92.61,0,52.48,140.60,56.00,0,0,0,70.35,99.99,03/26/2014 05:00,83.26,17.77,16.74,
03/26/2014 05:15,0,1.29,1.50,49.45,17.59,75.05,65.78,56.00,1,1,22841.38,68.45,0,03/26/2014 05:15,83.58,17.49,16.49,
03/26/2014 05:30,0,1.45,1.50,52.07,0,74.05,54.82,56.00,1,1,22559.41,67.10,0,03/26/2014 05:30,84.21,17.27,16.30,
03/26/2014 05:45,0,1.51,1.50,51.72,0,73.16,54.26,56.00,1,1,21387.51,66.64,0,03/26/2014 05:45,84.92,17.10,16.20,
03/26/2014 06:00,0,1.42,1.50,51.06,0,72.27,53.65,56.00,1,1,23991.04,65.77,0,03/26/2014 06:00,84.89,17.15,16.24,
03/26/2014 06:15,0,1.74,1.50,51.23,0,72.28,53.59,56.00,1,1,20066.38,65.56,0,03/26/2014 06:15,85.02,17.70,16.80,
03/26/2014 06:30,0,1.69,1.50,52.46,0,72.67,54.54,56.00,1,1,15645.46,65.75,0,03/26/2014 06:30,83.72,18.78,17.73,
03/26/2014 06:45,0,1.50,1.50,52.46,0,72.88,54.94,56.00,1,1,17640.52,66.25,8.61,03/26/2014 06:45,82.30,20.07,18.90,
03/26/2014 07:00,0,1.43,1.50,52.22,7.08,72.90,54.60,56.00,1,1,18528.29,89.58,0,03/26/2014 07:00,80.10,21.01,19.65,
03/26/2014 07:15,0,1.48,1.50,52.91,0,72.75,55.22,56.00,1,1,19354.07,83.90,7.35,03/26/2014 07:15,73.87,21.92,20.08,
03/26/2014 07:30,0,1.50,1.50,52.83,0,72.74,54.74,56.00,1,1,18786.70,79.75,2.93,03/26/2014 07:30,72.19,22.51,20.50,
03/26/2014 07:45,0,1.55,1.50,50.14,24.95,72.97,59.14,56.00,1,1,16719.91,78.58,0,03/26/2014 07:45,69.51,22.93,20.70,
03/26/2014 08:00,0,1.48,1.50,53.00,10.59,72.91,54.95,56.00,1,1,17586.54,75.86,0,03/26/2014 08:00,67.56,23.50,21.04,
03/26/2014 08:15,0,1.50,1.50,53.06,0,72.74,54.99,56.00,1,1,18124.92,73.35,8.80,03/26/2014 08:15,66.24,24.11,21.52,
03/26/2014 08:30,0,1.52,1.50,52.59,16.51,72.85,55.06,56.00,1,1,17031.70,70.35,0,03/26/2014 08:30,65.23,24.64,21.91,
03/26/2014 08:45,0,1.46,1.50,53.71,12.05,72.65,55.77,56.00,1,1,18495.17,69.96,0,03/26/2014 08:45,63.72,25.14,22.25,
03/26/2014 09:00,0,1.44,1.50,54.26,15.81,73.01,56.72,56.00,1,1,15976.28,70.35,0,03/26/2014 09:00,62.21,25.56,22.50,
03/26/2014 09:15,0,1.60,1.50,54.29,18.98,72.88,56.51,56.00,1,1,13799.41,68.45,0,03/26/2014 09:15,62.51,26.15,23.07,
03/26/2014 09:30,0,1.36,1.50,54.24,24.02,72.93,56.52,56.00,1,1,16899.15,67.10,0,03/26/2014 09:30,61.00,26.87,23.59,
03/26/2014 09:45,0,1.46,1.50,54.44,28.49,72.81,56.43,56.00,1,1,17569.02,66.64,0,03/26/2014 09:45,61.30,27.38,24.06,
03/26/2014 10:00,0,1.50,1.50,54.34,31.89,72.91,56.45,56.00,1,1,17145.06,65.77,0,03/26/2014 10:00,60.80,27.98,24.55,
03/26/2014 10:15,0,1.52,1.50,53.85,31.85,72.88,56.04,56.00,1,1,17500.54,65.56,0,03/26/2014 10:15,58.37,28.53,24.82,
03/26/2014 10:30,0,1.52,1.50,54.19,32.38,72.90,56.05,56.00,1,1,17028.70,65.75,0,03/26/2014 10:30,59.57,29.09,25.40,
03/26/2014 10:45,0,1.50,1.50,54.00,33.53,72.91,56.05,56.00,1,1,17276.68,66.25,0,03/26/2014 10:45,58.10,29.79,25.90,
03/26/2014 11:00,0,1.49,1.50,53.87,33.49,72.90,55.81,56.00,1,1,17140.90,89.58,0,03/26/2014 11:00,57.16,30.44,26.40,
03/26/2014 11:15,0,1.44,1.50,54.28,36.10,72.85,56.05,56.00,1,1,17832.72,83.90,0,03/26/2014 11:15,59.16,30.86,26.97,
03/26/2014 11:30,0,1.46,1.50,54.18,37.86,72.87,56.06,56.00,1,1,17705.12,79.75,0,03/26/2014 11:30,57.16,31.52,27.35,
03/26/2014 11:45,0,1.56,1.50,53.99,37.48,72.85,55.87,56.00,1,1,15944.77,78.58,0,03/26/2014 11:45,58.77,31.95,27.90,
03/26/2014 12:00,0,1.45,1.50,54.10,39.33,72.89,55.79,56.00,1,1,17148.46,75.86,0,03/26/2014 12:00,56.05,33.39,28.80,
03/26/2014 12:15,0,1.55,1.50,53.84,39.99,72.93,55.77,56.00,1,1,15929.85,73.35,0,03/26/2014 12:15,55.03,33.59,28.88,
03/26/2014 12:30,0,1.42,1.50,53.88,40.50,72.90,55.74,56.00,1,1,18121.38,70.35,0,03/26/2014 12:30,56.47,33.74,29.17,
03/26/2014 12:45,0,1.46,1.50,54.27,43.33,72.85,55.97,56.00,1,1,18039.73,69.96,0,03/26/2014 12:45,56.47,34.67,29.93,
03/26/2014 13:00,0,1.48,1.50,54.43,46.09,72.88,55.92,56.00,1,1,18518.15,70.35,0,03/26/2014 13:00,55.75,35.51,30.58,
03/26/2014 13:15,0,1.50,1.50,53.41,37.90,72.91,55.09,56.00,1,1,17870.13,68.45,0,03/26/2014 13:15,54.33,36.13,30.90,
03/26/2014 13:30,0,1.52,1.50,54.21,38.94,72.94,55.60,56.00,1,1,17427.42,67.10,0,03/26/2014 13:30,54.03,37.16,31.70,
03/26/2014 13:45,0,1.52,1.50,53.87,40.94,73.02,55.82,56.00,1,1,16530.74,66.64,0,03/26/2014 13:45,52.92,37.60,31.92,
03/26/2014 14:00,0,1.56,1.50,54.66,50.40,73.15,56.42,56.00,1,1,15436.12,65.77,0,03/26/2014 14:00,54.33,37.75,32.24,
03/26/2014 14:15,0,1.51,1.50,54.09,52.41,73.16,55.93,56.00,1,1,16391.81,65.56,0,03/26/2014 14:15,54.32,37.84,32.30,
03/26/2014 14:30,0,1.43,1.50,54.06,54.24,73.18,56.07,56.00,1,1,17317.42,65.75,0,03/26/2014 14:30,55.34,37.93,32.52,
03/26/2014 14:45,0,1.47,1.50,54.07,55.40,73.07,56.01,56.00,1,1,17348.06,66.25,0,03/26/2014 14:45,54.53,38.50,32.91,
03/26/2014 15:00,0,1.50,1.50,54.47,58.31,73.05,56.18,56.00,1,1,17158.03,89.58,0,03/26/2014 15:00,54.63,38.84,33.21,
03/26/2014 15:15,0,1.50,1.50,53.83,55.00,73.08,55.71,56.00,1,1,17176.92,83.90,0,03/26/2014 15:15,54.32,38.86,33.20,
03/26/2014 15:30,0,1.51,1.50,54.23,56.65,73.02,55.90,56.00,1,1,16694.30,79.75,0,03/26/2014 15:30,55.03,38.98,33.40,
03/26/2014 15:45,0,1.51,1.50,53.52,56.30,73.05,55.89,56.00,1,1,16576.54,78.58,0,03/26/2014 15:45,54.32,39.24,33.51,
03/26/2014 16:00,0,1.51,1.50,53.97,56.49,73.07,55.93,56.00,1,1,15990.23,75.86,0,03/26/2014 16:00,55.53,39.38,33.80,
03/26/2014 16:15,0,1.52,1.50,53.83,54.17,73.09,55.75,56.00,1,1,15784.19,73.35,0,03/26/2014 16:15,55.93,39.36,33.82,
03/26/2014 16:30,0,1.50,1.50,53.68,52.25,73.09,55.69,56.00,1,1,15865.47,70.35,0,03/26/2014 16:30,55.03,39.91,34.20,
03/26/2014 16:45,0,1.49,1.50,54.13,54.31,73.12,55.95,56.00,1,1,15904.08,69.96,0,03/26/2014 16:45,55.84,40.14,34.50,
03/26/2014 17:00,0,1.50,1.50,53.69,52.88,73.12,56.46,56.00,1,1,15868.26,70.35,0,03/26/2014 17:00,56.64,39.56,34.10,
03/26/2014 17:15,0,0,1.50,56.04,0,74.09,57.32,56.00,0,0,0,68.45,0,03/26/2014 17:15,57.66,39.09,33.80,
03/26/2014 17:30,0,0,1.50,55.91,0,73.52,58.46,56.00,0,0,0,67.10,0,03/26/2014 17:30,57.76,38.58,33.40,
03/26/2014 17:45,0,0,1.50,56.83,0,72.19,58.97,56.00,0,0,0,66.64,0,03/26/2014 17:45,59.07,38.32,33.34,
03/26/2014 18:00,0,0,1.50,57.65,0,71.28,59.33,56.00,0,0,0,65.77,0,03/26/2014 18:00,59.17,38.19,33.21,
03/26/2014 18:15,0,0,1.50,58.45,0,70.09,59.54,56.00,0,0,0,65.56,0,03/26/2014 18:15,59.57,37.98,33.10,
03/26/2014 18:30,0,0,1.50,59.14,0,69.44,59.84,56.00,0,0,0,65.75,0,03/26/2014 18:30,60.59,37.47,32.79,
03/26/2014 18:45,0,0,1.50,59.59,0,68.77,60.10,56.00,0,0,0,66.25,0,03/26/2014 18:45,60.08,37.53,32.79,
03/26/2014 19:00,0,0,1.50,60.16,0,68.53,60.63,56.00,0,0,0,89.58,0,03/26/2014 19:00,59.47,37.68,32.80,
03/26/2014 19:15,0,0,1.50,60.41,0,68.30,61.08,56.00,0,0,0,83.90,0,03/26/2014 19:15,60.18,37.83,33.05,
03/26/2014 19:30,0,0,1.50,60.67,0,68.06,61.57,56.00,0,0,0,79.75,0,03/26/2014 19:30,59.98,37.92,33.10,
03/26/2014 19:45,0,0,1.50,61.03,0,68.22,62.09,56.00,0,0,0,78.58,0,03/26/2014 19:45,59.68,37.99,33.10,
03/26/2014 20:00,0,0,1.50,61.35,0,68.36,62.57,56.00,0,0,0,75.86,0,03/26/2014 20:00,59.58,38.12,33.22,
03/26/2014 20:15,0,0,1.50,61.57,0,68.66,63.09,56.00,0,0,0,73.35,0,03/26/2014 20:15,58.97,38.19,33.20,
03/26/2014 20:30,0,0,1.50,61.75,0,68.13,63.53,56.00,0,0,0,70.35,0,03/26/2014 20:30,59.18,38.30,33.30,
03/26/2014 20:45,0,0,1.50,61.83,0,67.97,63.98,56.00,0,0,0,69.96,0,03/26/2014 20:45,59.68,38.31,33.40,
03/26/2014 21:00,0,0,1.50,61.88,0,67.98,64.42,56.00,0,0,0,70.35,0,03/26/2014 21:00,59.68,38.33,33.41,
03/26/2014 21:15,0,0,1.50,62.93,0,70.34,64.94,56.00,0,0,0,68.45,0,03/26/2014 21:15,59.78,38.27,33.40,
03/26/2014 21:30,0,0,1.50,63.51,0,71.62,65.35,56.00,0,0,0,67.10,0,03/26/2014 21:30,60.69,38.24,33.49,
03/26/2014 21:45,0,0,1.50,63.80,0,71.58,65.58,56.00,0,0,0,66.64,0,03/26/2014 21:45,60.99,38.19,33.45,
03/26/2014 22:00,0,0,1.50,64.16,0,71.77,65.86,56.00,0,0,0,65.77,0,03/26/2014 22:00,61.09,38.20,33.48,
03/26/2014 22:15,0,0,1.50,64.62,0,72.32,66.21,56.00,0,0,0,65.56,0,03/26/2014 22:15,60.58,38.26,33.49,
03/26/2014 22:30,0,0,1.50,64.79,0,72.26,66.45,56.00,0,0,0,65.75,0,03/26/2014 22:30,60.28,38.39,33.53,
03/26/2014 22:45,0,0,1.50,65.02,0,72.04,66.72,56.00,0,0,0,66.25,0,03/26/2014 22:45,60.07,38.49,33.60,
03/26/2014 23:00,0,0,1.50,65.27,0,72.52,67.02,56.00,0,0,0,89.58,0,03/26/2014 23:00,59.97,38.57,33.67,
03/26/2014 23:15,0,0,1.50,65.40,0,73.15,67.28,56.00,0,0,0,83.90,0,03/26/2014 23:15,59.97,38.60,33.70,
03/26/2014 23:30,0,0,1.50,65.41,0,72.40,67.50,56.00,0,0,0,79.75,0,03/26/2014 23:30,59.75,38.41,33.50,
03/26/2014 23:45,0,0,1.50,65.62,0,72.52,67.75,56.00,0,0,0,78.58,0,03/26/2014 23:45,60.35,38.20,33.40,
03/27/2014 00:00,0,0,1.50,65.63,0,72.25,67.97,56.00,0,0,0,75.86,0,03/27/2014 00:00,60.85,38.12,33.40,
03/27/2014 00:15,0,0,1.50,65.71,0,72.26,68.18,56.00,0,0,0,73.35,0,03/27/2014 00:15,60.95,38.11,33.40,
03/27/2014 00:30,0,0,1.50,65.82,0,72.58,68.43,56.00,0,0,0,70.35,0,03/27/2014 00:30,60.54,38.27,33.49,
03/27/2014 00:45,0,0,1.50,65.85,0,72.43,68.63,56.00,0,0,0,69.96,0,03/27/2014 00:45,60.54,38.44,33.62,
03/27/2014 01:00,0,0,1.50,65.90,0,72.05,68.81,56.00,0,0,0,70.35,0,03/27/2014 01:00,60.23,38.57,33.70,
03/27/2014 01:15,0,0,1.50,66.05,0,71.68,69.00,56.00,0,0,0,68.45,0,03/27/2014 01:15,60.24,38.69,33.80,
03/27/2014 01:30,0,0,1.50,66.25,0,72.45,69.21,56.00,0,0,0,67.10,0,03/27/2014 01:30,60.44,38.74,33.90,
03/27/2014 01:45,0,0,1.50,66.22,0,72.33,69.39,56.00,0,0,0,66.64,0,03/27/2014 01:45,60.74,38.74,33.90,
03/27/2014 02:00,0,0,1.50,66.28,0,71.92,69.54,56.00,0,0,0,65.77,0,03/27/2014 02:00,61.45,38.75,34.00,
03/27/2014 02:15,0,0,1.50,66.24,0,71.80,69.72,56.00,0,0,0,65.56,0,03/27/2014 02:15,61.53,38.80,34.10,
03/27/2014 02:30,0,0,1.50,66.27,0,71.45,69.87,56.00,0,0,0,65.75,0,03/27/2014 02:30,63.15,38.90,34.40,
03/27/2014 02:45,0,0,1.50,66.32,0,71.19,70.01,56.00,0,0,0,66.25,0,03/27/2014 02:45,71.83,38.50,35.10,
03/27/2014 03:00,0,0,1.50,66.35,0,70.95,70.16,56.00,0,0,0,89.58,0,03/27/2014 03:00,76.79,37.72,35.00,
03/27/2014 03:15,0,0,1.50,66.30,0,70.16,70.33,56.00,0,0,0,83.90,0,03/27/2014 03:15,80.35,37.18,34.90,
03/27/2014 03:30,0,0,1.50,66.16,0,69.52,70.43,56.00,0,0,0,79.75,0,03/27/2014 03:30,83.11,36.59,34.70,
03/27/2014 03:45,0,0,1.50,66.16,0,69.51,70.56,56.00,0,0,0,78.58,0,03/27/2014 03:45,84.53,36.19,34.41,
03/27/2014 04:00,0,0,1.50,66.01,0,69.16,70.66,56.00,0,0,0,75.86,0,03/27/2014 04:00,85.04,35.86,34.20,
03/27/2014 04:15,0,0,1.50,65.76,0,68.74,70.73,56.00,0,0,0,73.35,0,03/27/2014 04:15,85.46,35.63,34.00,
03/27/2014 04:30,0,0,1.50,65.71,0,68.65,70.81,56.00,0,0,0,70.35,0,03/27/2014 04:30,86.14,35.59,34.03,
03/27/2014 04:45,0,0,1.50,65.71,0,68.99,70.85,56.00,0,0,0,69.96,0,03/27/2014 04:45,86.56,35.54,34.06,
03/27/2014 05:00,0,0,1.50,65.60,0,68.64,70.92,56.00,0,0,0,70.35,0,03/27/2014 05:00,86.89,35.48,34.00,
03/27/2014 05:15,0,1.07,1.50,52.80,38.74,73.51,54.81,56.00,1,1,25534.24,68.45,0,03/27/2014 05:15,87.33,35.51,34.10,
03/27/2014 05:30,0,1.40,1.50,53.51,33.60,73.24,55.49,56.00,1,1,26776.85,67.10,0,03/27/2014 05:30,87.46,35.41,34.04,
03/27/2014 05:45,0,1.58,1.50,53.85,31.58,73.09,55.88,56.00,1,1,23833.15,66.64,0,03/27/2014 05:45,87.82,35.40,34.03,
03/27/2014 06:00,0,1.77,1.50,54.14,32.60,73.14,56.13,56.00,1,1,20206.92,65.77,0,03/27/2014 06:00,88.21,35.44,34.14,
03/27/2014 06:15,0,1.61,1.50,54.18,34.83,73.18,56.28,56.00,1,1,18973.08,65.56,0,03/27/2014 06:15,88.36,35.62,34.33,
03/27/2014 06:30,0,1.60,1.50,54.16,37.12,73.24,56.11,56.00,1,1,17956.82,65.75,0,03/27/2014 06:30,88.42,35.70,34.42,
03/27/2014 06:45,0,1.59,1.50,54.10,38.44,73.26,56.00,56.00,1,1,16926.77,66.25,0,03/27/2014 06:45,88.50,35.70,34.44,
03/27/2014 07:00,0,1.55,1.50,54.17,40.84,73.24,56.01,56.00,1,1,16332.58,89.58,0,03/27/2014 07:00,89.18,35.88,34.66,
03/27/2014 07:15,0,1.48,1.50,54.00,40.24,73.11,55.70,56.00,1,1,17412.93,83.90,0,03/27/2014 07:15,89.07,36.07,34.83,
03/27/2014 07:30,0,1.50,1.50,53.99,40.41,73.00,55.70,56.00,1,1,17708.45,79.75,0,03/27/2014 07:30,89.34,36.42,35.21,
03/27/2014 07:45,0,1.48,1.50,54.20,43.16,72.96,55.87,56.00,1,1,17685.57,78.58,0,03/27/2014 07:45,89.47,36.81,35.61,
03/27/2014 08:00,0,1.44,1.50,54.13,44.97,72.95,55.76,56.00,1,1,18314.90,75.86,0,03/27/2014 08:00,89.77,37.13,35.97,
03/27/2014 08:15,0,1.51,1.50,54.26,48.43,72.91,55.86,56.00,1,1,17783.16,73.35,0,03/27/2014 08:15,89.85,37.61,36.44,
03/27/2014 08:30,0,1.49,1.50,54.18,50.95,72.95,55.75,56.00,1,1,18251.18,70.35,0,03/27/2014 08:30,89.97,38.01,36.85,
03/27/2014 08:45,0,1.55,1.50,54.24,53.40,72.85,55.83,56.00,1,1,17138.45,69.96,0,03/27/2014 08:45,89.98,38.38,37.20,
03/27/2014 09:00,0,1.49,1.50,54.15,54.97,72.85,55.84,56.00,1,1,17151.76,70.35,0,03/27/2014 09:00,89.98,38.58,37.40,
03/27/2014 09:15,0,1.51,1.50,54.07,56.49,72.86,55.72,56.00,1,1,16608.04,68.45,0,03/27/2014 09:15,89.96,38.75,37.56,
03/27/2014 09:30,0,1.47,1.50,53.87,55.90,72.85,55.62,56.00,1,1,16333.59,67.10,0,03/27/2014 09:30,89.97,38.78,37.58,
03/27/2014 09:45,0,1.48,1.50,54.19,57.88,72.86,55.86,56.00,1,1,16256.75,66.64,0,03/27/2014 09:45,89.98,38.90,37.69,
03/27/2014 10:00,0,1.56,1.50,54.01,57.84,72.77,55.88,56.00,1,1,15322.40,65.77,0,03/27/2014 10:00,89.98,38.99,37.79,
03/27/2014 10:15,0,1.48,1.50,54.03,57.92,72.80,55.76,56.00,1,1,16049.49,65.56,0,03/27/2014 10:15,89.92,39.18,37.95,
03/27/2014 10:30,0,1.53,1.50,53.89,56.85,72.81,55.70,56.00,1,1,15421.86,65.75,0,03/27/2014 10:30,89.83,39.17,37.92,
03/27/2014 10:45,0,1.44,1.50,53.89,57.04,72.87,55.75,56.00,1,1,16126.39,66.25,0,03/27/2014 10:45,89.83,39.03,37.80,
03/27/2014 11:00,0,1.42,1.50,53.87,56.50,72.86,55.70,56.00,1,1,16431.31,89.58,0,03/27/2014 11:00,89.38,39.09,37.80,
03/27/2014 11:15,0,1.53,1.50,53.97,57.15,72.82,55.71,56.00,1,1,15351.78,83.90,0,03/27/2014 11:15,89.01,39.22,37.90,
03/27/2014 11:30,0,1.51,1.50,54.05,57.74,72.83,55.78,56.00,1,1,14688.75,79.75,0,03/27/2014 11:30,89.72,39.30,38.10,
03/27/2014 11:45,0,1.51,1.50,54.23,59.67,72.78,55.89,56.00,1,1,14747.72,78.58,0,03/27/2014 11:45,89.88,39.81,38.60,
03/27/2014 12:00,0,1.52,1.50,53.95,60.32,72.71,55.96,56.00,1,1,15366.68,75.86,0,03/27/2014 12:00,89.21,40.41,39.10,
03/27/2014 12:15,0,1.52,1.50,54.20,62.15,72.80,56.03,56.00,1,1,15043.28,73.35,0,03/27/2014 12:15,89.06,40.76,39.40,
03/27/2014 12:30,0,1.48,1.50,54.23,65.09,72.83,56.03,56.00,1,1,15822.11,70.35,0,03/27/2014 12:30,89.11,41.46,40.09,
03/27/2014 12:45,0,1.53,1.50,54.56,71.97,72.83,56.08,56.00,1,1,15143.89,69.96,0,03/27/2014 12:45,88.71,42.35,40.90,
03/27/2014 13:00,0,1.47,1.50,54.24,75.20,72.84,55.88,56.00,1,1,16049.53,70.35,0,03/27/2014 13:00,88.59,42.69,41.20,
03/27/2014 13:15,0,1.47,1.50,54.17,76.92,72.81,55.69,56.00,1,1,16454.85,68.45,0,03/27/2014 13:15,88.59,42.60,41.10,
03/27/2014 13:30,0,1.54,1.50,54.38,60.73,72.82,56.14,56.00,1,1,15414.33,67.10,0,03/27/2014 13:30,89.03,42.59,41.14,
03/27/2014 13:45,0,1.44,1.50,54.20,63.22,72.73,55.95,56.00,1,1,16710.61,66.64,0,03/27/2014 13:45,89.39,42.83,41.45,
03/27/2014 14:00,0,1.54,1.50,54.98,72.85,72.73,56.48,56.00,1,1,14928.58,65.77,0,03/27/2014 14:00,89.93,43.19,41.83,
03/27/2014 14:15,0,1.52,1.50,54.82,81.71,72.83,56.41,56.00,1,1,15223.62,65.56,0,03/27/2014 14:15,89.83,43.39,42.01,
03/27/2014 14:30,0,1.50,1.50,55.05,94.14,72.78,56.65,56.00,1,1,15084.93,65.75,0,03/27/2014 14:30,89.03,44.00,42.55,
03/27/2014 14:45,0,1.48,1.50,55.12,100.00,72.82,56.84,56.00,1,1,15039.31,66.25,0,03/27/2014 14:45,88.39,44.14,42.60,
03/27/2014 15:00,0,1.50,1.50,55.45,100.00,72.82,57.18,56.00,1,1,14856.63,89.58,0,03/27/2014 15:00,87.81,44.14,42.50,
03/27/2014 15:15,14.47,1.53,1.50,55.54,100.00,72.82,57.17,56.00,1,1,14408.29,83.90,0,03/27/2014 15:15,87.81,44.36,42.70,
03/27/2014 15:30,46.45,1.49,1.50,55.82,100.00,72.86,57.45,56.00,1,1,14642.81,79.75,0,03/27/2014 15:30,87.64,44.58,42.90,
03/27/2014 15:45,75.15,1.50,1.50,55.75,100.00,72.91,57.30,56.00,1,1,14529.99,78.58,0,03/27/2014 15:45,88.22,44.48,42.88,
03/27/2014 16:00,100.00,1.53,1.50,55.90,100.00,72.95,57.59,56.00,1,1,14194.57,75.86,0,03/27/2014 16:00,88.69,44.65,43.10,
03/27/2014 16:15,100.00,1.48,1.50,56.37,100.00,72.97,58.11,56.00,1,1,14529.74,73.35,0,03/27/2014 16:15,88.98,45.23,43.70,
03/27/2014 16:30,100.00,1.51,1.50,56.53,100.00,72.99,58.27,56.00,1,1,14634.17,70.35,0,03/27/2014 16:30,88.98,45.63,44.10,
03/27/2014 16:45,100.00,1.49,1.50,56.94,100.00,73.04,58.55,56.00,1,1,14228.30,69.96,0,03/27/2014 16:45,89.18,45.80,44.28,
03/27/2014 17:00,100.00,1.50,1.50,57.21,100.00,73.11,58.77,56.00,1,1,14396.62,70.35,0,03/27/2014 17:00,88.86,46.30,44.75,
03/27/2014 17:15,0,0,1.50,57.61,0,74.07,59.87,56.00,0,0,0,68.45,0,03/27/2014 17:15,88.88,46.54,44.99,
03/27/2014 17:30,0,0,1.50,57.64,0,74.27,61.03,56.00,0,0,0,67.10,0,03/27/2014 17:30,89.28,46.57,45.04,
03/27/2014 17:45,0,0,1.50,58.06,0,73.49,61.40,56.00,0,0,0,66.64,0,03/27/2014 17:45,90.02,46.46,45.05,
03/27/2014 18:00,0,0,1.50,58.60,0,72.80,61.62,56.00,0,0,0,65.77,0,03/27/2014 18:00,90.02,46.54,45.11,
03/27/2014 18:15,0,0,1.50,59.05,0,72.25,61.77,56.00,0,0,0,65.56,0,03/27/2014 18:15,90.00,46.62,45.20,
03/27/2014 18:30,0,0,1.50,59.46,0,71.61,61.80,56.00,0,0,0,65.75,0,03/27/2014 18:30,90.00,46.93,45.50,
03/27/2014 18:45,0,0,1.50,59.86,0,71.28,61.86,56.00,0,0,0,66.25,0,03/27/2014 18:45,89.99,47.22,45.80,
03/27/2014 19:00,0,0,1.50,60.17,0,71.12,61.91,56.00,0,0,0,89.58,0,03/27/2014 19:00,89.99,47.31,45.90,
03/27/2014 19:15,0,0,1.50,60.45,0,70.75,61.91,56.00,0,0,0,83.90,0,03/27/2014 19:15,90.01,47.23,45.80,
03/27/2014 19:30,0,0,1.50,60.68,0,70.81,62.08,56.00,0,0,0,79.75,0,03/27/2014 19:30,90.01,47.13,45.70,
03/27/2014 19:45,0,0,1.50,60.80,0,70.56,62.09,56.00,0,0,0,78.58,0,03/27/2014 19:45,90.01,47.07,45.60,
03/27/2014 20:00,0,0,1.50,60.92,0,70.34,62.20,56.00,0,0,0,75.86,0,03/27/2014 20:00,90.00,47.03,45.60,
03/27/2014 20:15,0,0,1.50,61.06,0,70.42,62.37,56.00,0,0,0,73.35,0,03/27/2014 20:15,89.98,47.17,45.70,
03/27/2014 20:30,0,0,1.50,61.22,0,70.32,62.56,56.00,0,0,0,70.35,0,03/27/2014 20:30,90.00,47.31,45.90,
03/27/2014 20:45,0,0,1.50,61.31,0,70.32,62.69,56.00,0,0,0,69.96,0,03/27/2014 20:45,90.00,47.32,45.90,
03/27/2014 21:00,0,0,1.50,61.35,0,70.52,62.88,56.00,0,0,0,70.35,0,03/27/2014 21:00,90.02,47.39,45.91,
03/27/2014 21:15,0,0,1.50,61.31,0,72.42,63.88,56.00,0,0,0,68.45,0,03/27/2014 21:15,90.02,47.80,46.30,
03/27/2014 21:30,0,0,1.50,61.31,0,73.65,64.28,56.00,0,0,0,67.10,0,03/27/2014 21:30,90.03,48.06,46.60,
03/27/2014 21:45,0,0,1.50,61.33,0,74.09,64.51,56.00,0,0,0,66.64,0,03/27/2014 21:45,90.05,48.48,47.00,
03/27/2014 22:00,0,0,1.50,61.42,0,74.41,64.79,56.00,0,0,0,65.77,0,03/27/2014 22:00,90.12,48.75,47.30,
03/27/2014 22:15,0,0,1.50,61.45,0,74.71,64.95,56.00,0,0,0,65.56,0,03/27/2014 22:15,90.13,49.35,47.90,
03/27/2014 22:30,0,0,1.50,61.59,0,74.75,65.13,56.00,0,0,0,65.75,0,03/27/2014 22:30,90.14,49.90,48.41,
03/27/2014 22:45,0,0,1.50,61.63,0,75.06,65.38,56.00,0,0,0,66.25,0,03/27/2014 22:45,90.13,50.70,49.20,
03/27/2014 23:00,0,0,1.50,61.84,0,74.97,65.24,56.00,0,0,0,89.58,0,03/27/2014 23:00,90.11,51.20,49.70,
03/27/2014 23:15,0,0,1.50,62.00,0,75.07,65.42,56.00,0,0,0,83.90,0,03/27/2014 23:15,90.18,51.66,50.10,
03/27/2014 23:30,0,0,1.50,62.29,0,74.72,65.30,56.00,0,0,0,79.75,0,03/27/2014 23:30,90.09,52.00,50.40,
03/27/2014 23:45,0,0,1.50,62.39,0,75.11,65.83,56.00,0,0,0,78.58,0,03/27/2014 23:45,90.08,52.28,50.70,
03/28/2014 00:00,0,0,1.50,62.52,0,75.22,65.57,56.00,0,0,0,75.86,0,03/28/2014 00:00,90.08,52.71,51.15,
03/28/2014 00:15,0,0,1.50,62.63,0,75.26,65.68,56.00,0,0,0,73.35,0,03/28/2014 00:15,90.08,52.96,51.38,
03/28/2014 00:30,0,0,1.50,63.20,0,73.95,65.32,56.00,0,0,0,70.35,0,03/28/2014 00:30,90.08,53.08,51.49,
03/28/2014 00:45,0,0,1.50,64.00,0,68.55,64.67,56.00,0,0,0,69.96,0,03/28/2014 00:45,85.79,51.84,49.60,
03/28/2014 01:00,0,0,1.50,63.78,0,66.43,64.60,56.00,0,0,0,70.35,0,03/28/2014 01:00,86.12,49.43,47.35,
03/28/2014 01:15,0,0,1.50,63.80,0,67.03,64.82,56.00,0,0,0,68.45,0,03/28/2014 01:15,87.21,48.27,46.40,
